,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
300,76,The stolen artwork had been seizing without warning.,Attraction Violation,1,1,The stolen artwork had been,seizing,0.45295376,WE,enwiki_20180420_100d
301,76,The stolen artwork had been seized by the border police.,Passive Control,1,1,The stolen artwork had been,seized,0.52150375,WE,enwiki_20180420_100d
302,76,The police had been seizing shipments of drugs at the border.,Active Control,1,0,The police had been,seizing,0.4697562,WE,enwiki_20180420_100d
303,76,The grimy pots and pans had been seizing without warning.,No-Attraction Violation,0,1,The grimy pots and pans had been,seizing,0.4879885,WE,enwiki_20180420_100d
304,77,The value of the jewels was estimating the dealer.,Attraction Violation,1,1,The value of the jewels was,estimating,0.5268721,WE,enwiki_20180420_100d
305,77,The value of the jewels was estimated by the dealer.,Passive Control,1,1,The value of the jewels was,estimated,0.4921558,WE,enwiki_20180420_100d
306,77,The jewel expert was estimating the value of the diamond.,Active Control,1,0,The jewel expert was,estimating,0.42689997,WE,enwiki_20180420_100d
307,77,The useful new gadget had been estimating professionally.,No-Attraction Violation,0,1,The useful new gadget had been,estimating,0.5203374,WE,enwiki_20180420_100d
308,78,Larry's note had been scribbling his wife.,Attraction Violation,1,1,Larry's note had been,scribbling,0.40644184,WE,enwiki_20180420_100d
309,78,Larry's note had been scribbled with haste.,Passive Control,1,1,Larry's note had been,scribbled,0.4603304,WE,enwiki_20180420_100d
310,78,Larry's wife had been scribbling a note to him about dinner plans.,Active Control,1,0,Larry's wife had been,scribbling,0.3844822,WE,enwiki_20180420_100d
311,78,The broken television had been scribbling his thoughts on a napkin.,No-Attraction Violation,0,1,The broken television had been,scribbling,0.3692348,WE,enwiki_20180420_100d
312,79,Carrie's morning meeting was canceling as expected.,Attraction Violation,1,1,Carrie's morning meeting was,canceling,0.55091715,WE,enwiki_20180420_100d
313,79,Carrie's morning meeting was canceled by the boss.,Passive Control,1,1,Carrie's morning meeting was,canceled,0.5495309,WE,enwiki_20180420_100d
314,79,Carrie had been canceling all of her meetings.,Active Control,1,0,Carrie had been,canceling,0.43519765,WE,enwiki_20180420_100d
315,79,The bubblegum had been canceling as expected.,No-Attraction Violation,0,1,The bubblegum had been,canceling,0.5391622,WE,enwiki_20180420_100d
316,80,The girl's disease was curing a simple treatment.,Attraction Violation,1,1,The girl's disease was,curing,0.5124088,WE,enwiki_20180420_100d
317,80,The girl's disease was cured by a simple treatment.,Passive Control,1,1,The girl's disease was,cured,0.4851807,WE,enwiki_20180420_100d
318,80,The foreign doctors were curing hundreds of villagers of malaria.,Active Control,1,0,The foreign doctors were,curing,0.36718482,WE,enwiki_20180420_100d
319,80,Billy's unruly hair was curing his cold.,No-Attraction Violation,0,1,Billy's unruly hair was,curing,0.4683904,WE,enwiki_20180420_100d
320,81,Janet's houseplants were watering too much.,Attraction Violation,1,1,Janet's houseplants were,watering,0.56980395,WE,enwiki_20180420_100d
321,81,Janet's houseplants were watered by her neighbor.,Passive Control,1,1,Janet's houseplants were,watered,0.4778158,WE,enwiki_20180420_100d
322,81,The gardener was watering the plants.,Active Control,1,0,The gardener was,watering,0.45651266,WE,enwiki_20180420_100d
323,81,The roast lamb had been watering too much.,No-Attraction Violation,0,1,The roast lamb had been,watering,0.4507176,WE,enwiki_20180420_100d
324,82,The useful new gadget had been inventing by a bored waiter.,Attraction Violation,1,1,The useful new gadget had been,inventing,0.57775134,WE,enwiki_20180420_100d
325,82,The useful new gadget had been invented by a bored waiter.,Passive Control,1,1,The useful new gadget had been,invented,0.5299312,WE,enwiki_20180420_100d
326,82,The resourceful engineers had been inventing tiny new devices.,Active Control,1,0,The resourceful engineers had been,inventing,0.5478369,WE,enwiki_20180420_100d
327,82,The value of the jewels was inventing the digital computer.,No-Attraction Violation,0,1,The value of the jewels was,inventing,0.4496202,WE,enwiki_20180420_100d
328,83,The phone bill had been paying his roommate.,Attraction Violation,1,1,The phone bill had been,paying,0.53536266,WE,enwiki_20180420_100d
329,83,The phone bill had been paid quickly.,Passive Control,1,1,The phone bill had been,paid,0.5399232,WE,enwiki_20180420_100d
330,83,Juan and Perry had been paying too much for their apartment.,Active Control,1,0,Juan and Perry had been,paying,0.42606086,WE,enwiki_20180420_100d
331,83,"The dark, underwater cave was paying attention to the divers.",No-Attraction Violation,0,1,"The dark, underwater cave was",paying,0.32418585,WE,enwiki_20180420_100d
332,84,The man's signature was forging the lawyers.,Attraction Violation,1,1,The man's signature was,forging,0.4047682,WE,enwiki_20180420_100d
333,84,The man's signature was forged by the lawyers.,Passive Control,1,1,The man's signature was,forged,0.44302592,WE,enwiki_20180420_100d
334,84,The con artists were forging the signatures on checks.,Active Control,1,0,The con artists were,forging,0.45458597,WE,enwiki_20180420_100d
335,84,Poisonous fumes had been forging very well.,No-Attraction Violation,0,1,Poisonous fumes had been,forging,0.42502546,WE,enwiki_20180420_100d
336,85,The bank had been robbing two masked men.,Attraction Violation,1,1,The bank had been,robbing,0.48388478,WE,enwiki_20180420_100d
337,85,The bank had been robbed repeatedly.,Passive Control,1,1,The bank had been,robbed,0.5648031,WE,enwiki_20180420_100d
338,85,The clever burglars had been robbing houses in broad daylight.,Active Control,1,0,The clever burglars had been,robbing,0.6151144,WE,enwiki_20180420_100d
339,85,The musical piece was robbing repeatedly.,No-Attraction Violation,0,1,The musical piece was,robbing,0.3601151,WE,enwiki_20180420_100d
340,86,An urgent message had been sending by the ambassador to the President.,Attraction Violation,1,1,An urgent message had been,sending,0.5969901,WE,enwiki_20180420_100d
341,86,An urgent message had been sent again.,Passive Control,1,1,An urgent message had been,sent,0.5258045,WE,enwiki_20180420_100d
342,86,The Prime Minister had been sending urgent messages to her Ambassador.,Active Control,1,0,The Prime Minister had been,sending,0.39956152,WE,enwiki_20180420_100d
343,86,The height of the bookcase was sending mixed signals to the carpenter.,No-Attraction Violation,0,1,The height of the bookcase was,sending,0.47089598,WE,enwiki_20180420_100d
344,87,The sleek new building was designing a team of German architects.,Attraction Violation,1,1,The sleek new building was,designing,0.63928956,WE,enwiki_20180420_100d
345,87,The sleek new building was designed by a team of German architects.,Passive Control,1,1,The sleek new building was,designed,0.6104278,WE,enwiki_20180420_100d
346,87,A team of architects had been designing the new building.,Active Control,1,0,A team of architects had been,designing,0.57100534,WE,enwiki_20180420_100d
347,87,The leftover food was designing with flair.,No-Attraction Violation,0,1,The leftover food was,designing,0.47898346,WE,enwiki_20180420_100d
348,88,The final exams had been grading in school.,Attraction Violation,1,1,The final exams had been,grading,0.5017278,WE,enwiki_20180420_100d
349,88,The final exams had been graded in school.,Passive Control,1,1,The final exams had been,graded,0.5531525,WE,enwiki_20180420_100d
350,88,The professor had been grading the final exams until 4 AM.,Active Control,1,0,The professor had been,grading,0.3432184,WE,enwiki_20180420_100d
351,88,The appetizers had been grading Iverson's students.,No-Attraction Violation,0,1,The appetizers had been,grading,0.37527838,WE,enwiki_20180420_100d
352,89,The final destination had been reaching too late.,Attraction Violation,1,1,The final destination had been,reaching,0.60043603,WE,enwiki_20180420_100d
353,89,The final destination had been reached too late.,Passive Control,1,1,The final destination had been,reached,0.60462034,WE,enwiki_20180420_100d
354,89,The curious child had been reaching for the cup on the table.,Active Control,1,0,The curious child had been,reaching,0.40130225,WE,enwiki_20180420_100d
355,89,Several spelling errors were reaching too late.,No-Attraction Violation,0,1,Several spelling errors were,reaching,0.3503788,WE,enwiki_20180420_100d
356,90,A faint light was perceiving by the rescue workers.,Attraction Violation,1,1,A faint light was,perceiving,0.4999526,WE,enwiki_20180420_100d
357,90,A faint light was perceived underwater.,Passive Control,1,1,A faint light was,perceived,0.47400168,WE,enwiki_20180420_100d
358,90,The worried pilot was perceiving a rattling sound in the jet's engine.,Active Control,1,0,The worried pilot was,perceiving,0.48042968,WE,enwiki_20180420_100d
359,90,A tiny spy camera was perceiving underwater.,No-Attraction Violation,0,1,A tiny spy camera was,perceiving,0.44859898,WE,enwiki_20180420_100d
360,91,The bubblegum had been chewing by the boy.,Attraction Violation,1,1,The bubblegum had been,chewing,0.45712438,WE,enwiki_20180420_100d
361,91,The bubblegum had been chewed by the boy.,Passive Control,1,1,The bubblegum had been,chewed,0.49322483,WE,enwiki_20180420_100d
362,91,The hungry dog had been chewing a bone.,Active Control,1,0,The hungry dog had been,chewing,0.4944983,WE,enwiki_20180420_100d
363,91,Carrie's morning meeting was chewing for a long time.,No-Attraction Violation,0,1,Carrie's morning meeting was,chewing,0.31459767,WE,enwiki_20180420_100d
364,92,Martin's tonsils had been removing at the hospital.,Attraction Violation,1,1,Martin's tonsils had been,removing,0.4810054,WE,enwiki_20180420_100d
365,92,Martin's tonsils had been removed at the hospital.,Passive Control,1,1,Martin's tonsils had been,removed,0.5797474,WE,enwiki_20180420_100d
366,92,The surgeon had been removing the cancerous growth.,Active Control,1,0,The surgeon had been,removing,0.5116645,WE,enwiki_20180420_100d
367,92,The homicide case had been removing at the hospital.,No-Attraction Violation,0,1,The homicide case had been,removing,0.5259283,WE,enwiki_20180420_100d
368,93,Mother Theresa's death was mourning millions of people.,Attraction Violation,1,1,Mother Theresa's death was,mourning,0.5294307,WE,enwiki_20180420_100d
369,93,Mother Theresa's death was mourned by millions of people.,Passive Control,1,1,Mother Theresa's death was,mourned,0.6435276,WE,enwiki_20180420_100d
370,93,The black-clad women were mourning the death of their brother.,Active Control,1,0,The black-clad women were,mourning,0.42051798,WE,enwiki_20180420_100d
371,93,Lisa's phone had been mourning the loss of a loved one.,No-Attraction Violation,0,1,Lisa's phone had been,mourning,0.28007784,WE,enwiki_20180420_100d
372,94,The bathroom floor had been mopping by a janitor.,Attraction Violation,1,1,The bathroom floor had been,mopping,0.47657368,WE,enwiki_20180420_100d
373,94,The bathroom floor had been mopped in the past.,Passive Control,1,1,The bathroom floor had been,mopped,0.4820421,WE,enwiki_20180420_100d
374,94,The school janitor had been mopping the bathroom.,Active Control,1,0,The school janitor had been,mopping,0.37322274,WE,enwiki_20180420_100d
375,94,An important lesson had been mopping in the past.,No-Attraction Violation,0,1,An important lesson had been,mopping,0.35233268,WE,enwiki_20180420_100d
376,95,The sin had been confessing by the repentant Catholic.,Attraction Violation,1,1,The sin had been,confessing,0.48838982,WE,enwiki_20180420_100d
377,95,The sin had been confessed on Sunday.,Passive Control,1,1,The sin had been,confessed,0.546202,WE,enwiki_20180420_100d
378,95,The repentant Catholic had been confessing his sins.,Active Control,1,0,The repentant Catholic had been,confessing,0.64014775,WE,enwiki_20180420_100d
379,95,Ten new trees had been confessing on Sunday.,No-Attraction Violation,0,1,Ten new trees had been,confessing,0.3816686,WE,enwiki_20180420_100d
380,96,The strange mystery had been solving the detectives.,Attraction Violation,1,1,The strange mystery had been,solving,0.47718477,WE,enwiki_20180420_100d
381,96,The strange mystery had been solved at the station.,Passive Control,1,1,The strange mystery had been,solved,0.53203166,WE,enwiki_20180420_100d
382,96,The brilliant detective had been solving mysterious crimes for two decades.,Active Control,1,0,The brilliant detective had been,solving,0.45378447,WE,enwiki_20180420_100d
383,96,Hathaway's gigantic fortune had been solving at the station.,No-Attraction Violation,0,1,Hathaway's gigantic fortune had been,solving,0.33985388,WE,enwiki_20180420_100d
0,1,The murder had been witnessing by the three bystanders,Attraction Violation,1,1,The murder had been,witnessing,0.43728194,WE,enwiki_20180420_300d
1,1,The murder had been witnessed in the dark.,Passive Control,1,1,The murder had been,witnessed,0.50376815,WE,enwiki_20180420_300d
2,1,The bystanders had been witnessing the crime.,Active Control,1,0,The bystanders had been,witnessing,0.45708537,WE,enwiki_20180420_300d
3,1,The unpleasant cough syrup was witnessing in the dark.,No-Attraction Violation,0,1,The unpleasant cough syrup was,witnessing,0.38734004,WE,enwiki_20180420_300d
