,target,Condition,ContextCode,PlausibilityJudgement,Cloze,Sentence,context,semantic_association,implementation,model
154,lake,Rel,85,1.15,0.0,"During the summer, the children hung out at the lake","During the summer, the children hung out at the",0.20989520847797394,CWE,word2vec-google-news-300
155,courageous,Rel,86,1.93,0.0,"The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be courageous","The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be",0.2960771322250366,CWE,word2vec-google-news-300
156,journal,Rel,88,1.5,0.0,The little girl kept a lock on her journal,The little girl kept a lock on her,0.1184971034526825,CWE,word2vec-google-news-300
157,jet,Rel,89,2.41,0.0333333333333333,"Flying low above her, Bernice could hear the jet","Flying low above her, Bernice could hear the",0.3843015730381012,CWE,word2vec-google-news-300
158,engine,Rel,97,1.23,0.1,Perry heard a grinding noise coming from his engine,Perry heard a grinding noise coming from his,0.21416205167770386,CWE,word2vec-google-news-300
159,argue,Rel,98,2.58,0.0,"If Jim's manager is incompetent, he has a legitimate right to argue","If Jim's manager is incompetent, he has a legitimate right to",0.2014542818069458,CWE,word2vec-google-news-300
160,criminal,Rel,101,1.67,0.0666666666666666,"In the best part of the movie, the hero has to impersonate the criminal","In the best part of the movie, the hero has to impersonate the",0.20709481835365295,CWE,word2vec-google-news-300
161,hat,Rel,103,1.5,0.0,The princess wore a hat,The princess wore a,0.316685289144516,CWE,word2vec-google-news-300
162,pans,Rel,106,1.55,0.0,Jason was disappointed when the other scouts scared off the elk by loudly beating the pans,Jason was disappointed when the other scouts scared off the elk by loudly beating the,0.16871406137943268,CWE,word2vec-google-news-300
163,destroyed,Rel,107,1.3,0.03125,"After the flood, the house smelled of mildew and everything in it was destroyed","After the flood, the house smelled of mildew and everything in it was",0.2963048815727234,CWE,word2vec-google-news-300
164,crash,Rel,109,1.18,0.0,Everyone on the scene gathered around to look at the crash,Everyone on the scene gathered around to look at the,0.24892842769622803,CWE,word2vec-google-news-300
165,even,Rel,115,2.22,0.0,The final score of the game was even,The final score of the game was,0.22322706878185272,CWE,word2vec-google-news-300
166,beat,Rel,117,1.08,0.0,"After swimming the English Channel, Bonita was cold and completely beat","After swimming the English Channel, Bonita was cold and completely",0.12711264193058014,CWE,word2vec-google-news-300
167,composure,Rel,120,1.13,0.0,"She had the data to back up everything she said, so the hostile questions did not shake her composure","She had the data to back up everything she said, so the hostile questions did not shake her",0.21629616618156433,CWE,word2vec-google-news-300
168,material,Rel,125,1.44,0.1071428571428571,"The new dress was very pretty, but it was cut from an unusual material","The new dress was very pretty, but it was cut from an unusual",0.1659139096736908,CWE,word2vec-google-news-300
169,flee,Rel,128,1.3,0.0,"When the little girl saw the big dog lumbering towards her, she began to flee","When the little girl saw the big dog lumbering towards her, she began to",0.18394650518894196,CWE,word2vec-google-news-300
170,stands,Rel,132,1.39,0.0344827586206896,"From her house a half mile away, Diana could still hear the loud cheers coming from the stands","From her house a half mile away, Diana could still hear the loud cheers coming from the",0.24658365547657013,CWE,word2vec-google-news-300
171,tsunami,Rel,133,1.3,0.0666666666666666,Five ships did not survive the tsunami,Five ships did not survive the,0.1752709299325943,CWE,word2vec-google-news-300
172,wreck,Rel,135,1.09,0.0357142857142857,The paramedics on the scene helped the passengers after the big car wreck,The paramedics on the scene helped the passengers after the big car,0.34945395588874817,CWE,word2vec-google-news-300
173,collision,Rel,136,1.22,0.0,The pilot spoke to an air traffic controller just before the collision,The pilot spoke to an air traffic controller just before the,0.22744302451610565,CWE,word2vec-google-news-300
174,dinner,Rel,140,1.71,0.0,The boy scouts started a long hike through the forest after having a big dinner,The boy scouts started a long hike through the forest after having a big,0.16514116525650024,CWE,word2vec-google-news-300
175,streets,Rel,143,1.18,0.0,"When traveling, Roger prefers to stick to major streets","When traveling, Roger prefers to stick to major",0.12353631108999252,CWE,word2vec-google-news-300
176,pin,Rel,147,1.24,0.0357142857142857,"While hemming a pair of pants, Bridget accidentally dropped her pin","While hemming a pair of pants, Bridget accidentally dropped her",0.21221238374710083,CWE,word2vec-google-news-300
177,cub,Rel,148,1.48,0.0,The rangers say that somewhere in the state park is a cub,The rangers say that somewhere in the state park is a,0.3041355609893799,CWE,word2vec-google-news-300
178,tension,Rel,153,1.41,0.0,The doctor told him his headaches were due to tension,The doctor told him his headaches were due to,0.2339593917131424,CWE,word2vec-google-news-300
179,arms,Rel,156,1.39,0.0,"The groups in the parade walked by slowly, each waving their arms","The groups in the parade walked by slowly, each waving their",0.2399834245443344,CWE,word2vec-google-news-300
180,remedy,Rel,158,1.78,0.0625,"The little girl was very sick, but unfortunately there was no remedy","The little girl was very sick, but unfortunately there was no",0.203894704580307,CWE,word2vec-google-news-300
181,sight,Rel,161,1.5,0.0,"The meteor shower should have been spectacular, but the city lights blocked the sight","The meteor shower should have been spectacular, but the city lights blocked the",0.2832072079181671,CWE,word2vec-google-news-300
182,conclude,Rel,162,1.3,0.0,She was unsure how the book would conclude,She was unsure how the book would,0.13516271114349365,CWE,word2vec-google-news-300
183,solicitation,Rel,166,1.88,0.0,"He was desperate for a job, so finally took something doing door to door solicitation","He was desperate for a job, so finally took something doing door to door",0.0025466056540608406,CWE,word2vec-google-news-300
184,words,Rel,168,1.59,0.0,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical words,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical,0.2271706461906433,CWE,word2vec-google-news-300
185,older,Rel,169,1.72,0.0,"Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were older","Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were",0.2717388868331909,CWE,word2vec-google-news-300
186,service,Rel,172,1.03,0.03125,"In the window, they posted the hours they were open for service","In the window, they posted the hours they were open for",0.16890282928943634,CWE,word2vec-google-news-300
187,infectious,Rel,173,1.24,0.0,They sent the kids with measles home from school because they were infectious,They sent the kids with measles home from school because they were,0.2566990256309509,CWE,word2vec-google-news-300
188,river,Rel,174,1.32,0.0,"Outside, Cora could hear the running river","Outside, Cora could hear the running",0.12021054327487946,CWE,word2vec-google-news-300
189,stroll,Rel,177,1.3,0.1071428571428571,At night they often took a short stroll,At night they often took a short,0.2331276386976242,CWE,word2vec-google-news-300
190,printed,Rel,182,1.4,0.0,The wealthy author always points out that she wrote four novels before one was printed,The wealthy author always points out that she wrote four novels before one was,0.19695618748664856,CWE,word2vec-google-news-300
191,rat,Rel,185,1.85,0.0,The kitten waited patiently because behind the refrigerator was a rat,The kitten waited patiently because behind the refrigerator was a,0.34107622504234314,CWE,word2vec-google-news-300
192,chilly,Rel,187,1.21,0.0344827586206896,Norton hates getting up on winter mornings because it is always chilly,Norton hates getting up on winter mornings because it is always,0.3384287655353546,CWE,word2vec-google-news-300
193,dirt,Rel,190,1.11,0.0,The fertilizer enriched the dirt,The fertilizer enriched the,0.19724592566490173,CWE,word2vec-google-news-300
194,letter,Rel,193,1.03,0.0,The young girl passed her friend a letter,The young girl passed her friend a,0.14686961472034454,CWE,word2vec-google-news-300
195,correct,Rel,196,2.29,0.0,He tinkered with the engine every weekend until it was absolutely correct,He tinkered with the engine every weekend until it was absolutely,0.2184751033782959,CWE,word2vec-google-news-300
196,land,Rel,197,1.11,0.09375,"When Diane heard the shark warning, she swam as fast as she could for land","When Diane heard the shark warning, she swam as fast as she could for",0.057912081480026245,CWE,word2vec-google-news-300
197,cathedral,Rel,198,1.12,0.1034482758620689,Michael could hear the bells ringing in the tower of the cathedral,Michael could hear the bells ringing in the tower of the,0.3775130808353424,CWE,word2vec-google-news-300
198,filthy,Rel,200,1.29,0.03125,"When he got home from work on the construction site, his clothes were always filthy","When he got home from work on the construction site, his clothes were always",0.2641064524650574,CWE,word2vec-google-news-300
199,lamp,Rel,201,2.86,0.0,Kevin propped his head up with a pillow as he basked in the hot lamp,Kevin propped his head up with a pillow as he basked in the hot,0.27458903193473816,CWE,word2vec-google-news-300
200,cost,Rel,203,1.65,0.0,He bought it without even asking the cost,He bought it without even asking the,0.2511371970176697,CWE,word2vec-google-news-300
201,prepared,Rel,204,1.15,0.0,"Barry has considered proposing to his girlfriend, but he wants to wait until he is prepared","Barry has considered proposing to his girlfriend, but he wants to wait until he is",0.37910282611846924,CWE,word2vec-google-news-300
